Timestamp,Target ID,Target Class,Threat Level,Confidence (%),Lock Status,Bounding Box
14:42:17.278,HDF-009,DRONE,YUKSEK,65,YES,"(365, 156, 550, 267)"
14:42:17.323,HDF-009,DRONE,YUKSEK,46,YES,"(363, 148, 547, 266)"
14:42:17.433,HDF-009,DRONE,YUKSEK,35,YES,"(360, 149, 544, 268)"
14:42:17.477,HDF-009,DRONE,YUKSEK,25,YES,"(359, 151, 544, 267)"
14:42:17.525,HDF-009,DRONE,YUKSEK,30,YES,"(359, 151, 543, 268)"
14:42:17.572,HDF-009,DRONE,YUKSEK,72,YES,"(363, 145, 551, 271)"
14:42:17.630,HDF-009,DRONE,YUKSEK,45,YES,"(364, 143, 554, 271)"
14:42:17.686,HDF-009,DRONE,YUKSEK,45,YES,"(364, 143, 555, 271)"
14:42:17.731,HDF-009,DRONE,YUKSEK,56,YES,"(366, 145, 555, 271)"
14:42:17.769,HDF-009,DRONE,YUKSEK,37,YES,"(369, 141, 557, 267)"
14:42:17.864,HDF-009,DRONE,YUKSEK,50,YES,"(370, 150, 555, 267)"
14:42:17.913,HDF-009,DRONE,YUKSEK,63,YES,"(368, 148, 553, 268)"
14:42:17.962,HDF-009,DRONE,YUKSEK,50,YES,"(366, 149, 555, 269)"
14:42:18.011,HDF-009,DRONE,YUKSEK,58,YES,"(367, 152, 556, 268)"
14:42:18.067,HDF-009,DRONE,YUKSEK,57,YES,"(370, 143, 558, 267)"
14:42:18.122,HDF-009,DRONE,YUKSEK,57,YES,"(372, 151, 553, 270)"
14:42:18.171,HDF-009,DRONE,YUKSEK,42,YES,"(372, 155, 552, 270)"
14:42:18.212,HDF-009,DRONE,YUKSEK,35,YES,"(371, 153, 552, 271)"
14:42:18.276,HDF-009,DRONE,YUKSEK,68,YES,"(367, 142, 554, 268)"
14:42:18.342,HDF-009,DRONE,YUKSEK,44,YES,"(370, 152, 553, 267)"
14:42:18.385,HDF-009,DRONE,YUKSEK,34,YES,"(371, 154, 554, 264)"
14:42:18.433,HDF-009,DRONE,YUKSEK,37,YES,"(382, 154, 560, 259)"
14:42:18.844,HDF-009,DRONE,YUKSEK,26,YES,"(388, 161, 558, 246)"
14:42:18.899,HDF-009,DRONE,YUKSEK,26,YES,"(388, 162, 558, 246)"
14:42:18.994,HDF-???,DRONE,YUKSEK,26,YES,"(386, 150, 574, 264)"
14:42:19.040,HDF-???,DRONE,YUKSEK,35,YES,"(384, 150, 570, 266)"
14:42:19.187,HDF-???,DRONE,YUKSEK,48,YES,"(376, 151, 562, 270)"
14:42:19.235,HDF-???,DRONE,YUKSEK,34,YES,"(378, 142, 563, 273)"
14:42:19.305,HDF-009,DRONE,YUKSEK,47,YES,"(388, 171, 558, 257)"
14:42:19.375,HDF-009,DRONE,YUKSEK,33,YES,"(387, 167, 560, 271)"
14:42:19.436,HDF-009,DRONE,YUKSEK,28,YES,"(388, 167, 557, 274)"
14:42:19.570,HDF-???,DRONE,YUKSEK,52,YES,"(399, 199, 545, 278)"
14:42:19.616,HDF-009,DRONE,YUKSEK,58,YES,"(397, 196, 545, 286)"
14:42:19.664,HDF-009,DRONE,YUKSEK,58,YES,"(397, 198, 544, 286)"
14:42:19.737,HDF-009,DRONE,YUKSEK,67,YES,"(403, 200, 545, 285)"
14:42:19.842,HDF-009,DRONE,YUKSEK,41,YES,"(434, 226, 552, 293)"
14:42:20.215,HDF-???,FIGHTER PLANE,YUKSEK,31,YES,"(451, 276, 541, 333)"
